Inns,Score,Overs,Conc,Wkts,Ct,St,Unnamed: 7,Opposition,Ground,Start Date,        Type,Format,Team
1,15,-,-,-,-,-,,T20I v Australia,Colombo (RPS),28-Sep-12,T20I # 278,T20I, Australia
2,-,1,10,0,0,0,,T20I v Australia,Colombo (RPS),28-Sep-12,T20I # 278,T20I, Australia
1,-,3,21,1,0,0,,T20I v Pakistan,Colombo (RPS),30-Sep-12,T20I # 282,T20I, Pakistan
2,78*,-,-,-,-,-,,T20I v Pakistan,Colombo (RPS),30-Sep-12,T20I # 282,T20I, Pakistan
1,2,-,-,-,-,-,,T20I v South Africa,Colombo (RPS),02-Oct-12,T20I # 286,T20I, South Africa
2,-,DNB,-,-,0,0,,T20I v South Africa,Colombo (RPS),02-Oct-12,T20I # 286,T20I, South Africa
1,19,-,-,-,-,-,,Test v England,Ahmedabad,15-Nov-12,Test # 2058,Test, England
2,-,DNB,-,-,1,0,,Test v England,Ahmedabad,15-Nov-12,Test # 2058,Test, England
3,-,DNB,-,-,0,0,,Test v England,Ahmedabad,15-Nov-12,Test # 2058,Test, England
4,14*,-,-,-,-,-,,Test v England,Ahmedabad,15-Nov-12,Test # 2058,Test, England
1,19,-,-,-,-,-,,Test v England,Wankhede,23-Nov-12,Test # 2062,Test, England
2,-,DNB,-,-,1,0,,Test v England,Wankhede,23-Nov-12,Test # 2062,Test, England
3,7,-,-,-,-,-,,Test v England,Wankhede,23-Nov-12,Test # 2062,Test, England
4,-,DNB,-,-,0,0,,Test v England,Wankhede,23-Nov-12,Test # 2062,Test, England
1,6,-,-,-,-,-,,Test v England,Eden Gardens,05-Dec-12,Test # 2065,Test, England
2,-,DNB,-,-,0,0,,Test v England,Eden Gardens,05-Dec-12,Test # 2065,Test, England
3,20,-,-,-,-,-,,Test v England,Eden Gardens,05-Dec-12,Test # 2065,Test, England
4,-,DNB,-,-,0,0,,Test v England,Eden Gardens,05-Dec-12,Test # 2065,Test, England
1,-,DNB,-,-,1,0,,Test v England,Nagpur,13-Dec-12,Test # 2066,Test, England
2,103,-,-,-,-,-,,Test v England,Nagpur,13-Dec-12,Test # 2066,Test, England
3,-,DNB,-,-,1,0,,Test v England,Nagpur,13-Dec-12,Test # 2066,Test, England
1,-,1,10,0,1,0,,T20I v England,Pune,20-Dec-12,T20I # 292,T20I, England
2,21,-,-,-,-,-,,T20I v England,Pune,20-Dec-12,T20I # 292,T20I, England
1,38,-,-,-,-,-,,T20I v England,Wankhede,22-Dec-12,T20I # 294,T20I, England
2,-,DNB,-,-,0,0,,T20I v England,Wankhede,22-Dec-12,T20I # 294,T20I, England
1,9,-,-,-,-,-,,T20I v Pakistan,Bengaluru,25-Dec-12,T20I # 296,T20I, Pakistan
2,-,2,21,0,0,0,,T20I v Pakistan,Bengaluru,25-Dec-12,T20I # 296,T20I, Pakistan
1,27,-,-,-,-,-,,T20I v Pakistan,Ahmedabad,28-Dec-12,T20I # 298,T20I, Pakistan
2,-,DNB,-,-,2,0,,T20I v Pakistan,Ahmedabad,28-Dec-12,T20I # 298,T20I, Pakistan
1,0,-,-,-,-,-,,ODI v Pakistan,Chennai,30-Dec-12,ODI # 3314,ODI ,Pakistan
2,-,2.5,21,0,0,0,,ODI v Pakistan,Chennai,30-Dec-12,ODI # 3314,ODI ,Pakistan
1,-,DNB,-,-,0,0,,ODI v Pakistan,Eden Gardens,03-Jan-13,ODI # 3315,ODI ,Pakistan
2,6,-,-,-,-,-,,ODI v Pakistan,Eden Gardens,03-Jan-13,ODI # 3315,ODI ,Pakistan
1,7,-,-,-,-,-,,ODI v Pakistan,Delhi,06-Jan-13,ODI # 3316,ODI ,Pakistan
2,-,DNB,-,-,0,0,,ODI v Pakistan,Delhi,06-Jan-13,ODI # 3316,ODI ,Pakistan
1,-,1,9,0,1,0,,ODI v England,Rajkot,11-Jan-13,ODI # 3318,ODI ,England
2,15,-,-,-,-,-,,ODI v England,Rajkot,11-Jan-13,ODI # 3318,ODI ,England
1,37,-,-,-,-,-,,ODI v England,Kochi,15-Jan-13,ODI # 3320,ODI ,England
2,-,DNB,-,-,0,0,,ODI v England,Kochi,15-Jan-13,ODI # 3320,ODI ,England
1,-,DNB,-,-,0,0,,ODI v England,Ranchi,19-Jan-13,ODI # 3322,ODI ,England
2,77*,-,-,-,-,-,,ODI v England,Ranchi,19-Jan-13,ODI # 3322,ODI ,England
1,-,DNB,-,-,0,0,,ODI v England,Mohali,23-Jan-13,ODI # 3327,ODI ,England
2,26,-,-,-,-,-,,ODI v England,Mohali,23-Jan-13,ODI # 3327,ODI ,England
1,0,-,-,-,-,-,,ODI v England,Dharamsala,27-Jan-13,ODI # 3329,ODI ,England
2,-,DNB,-,-,0,0,,ODI v England,Dharamsala,27-Jan-13,ODI # 3329,ODI ,England
1,-,DNB,-,-,1,0,,Test v Australia,Chennai,22-Feb-13,Test # 2074,Test, Australia
2,107,-,-,-,-,-,,Test v Australia,Chennai,22-Feb-13,Test # 2074,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Chennai,22-Feb-13,Test # 2074,Test, Australia
4,DNB,-,-,-,-,-,,Test v Australia,Chennai,22-Feb-13,Test # 2074,Test, Australia
1,-,DNB,-,-,0,0,,Test v Australia,Hyderabad,02-Mar-13,Test # 2076,Test, Australia
2,34,-,-,-,-,-,,Test v Australia,Hyderabad,02-Mar-13,Test # 2076,Test, Australia
3,-,DNB,-,-,1,0,,Test v Australia,Hyderabad,02-Mar-13,Test # 2076,Test, Australia
1,-,DNB,-,-,1,0,,Test v Australia,Mohali,14-Mar-13,Test # 2081,Test, Australia
2,67*,-,-,-,-,-,,Test v Australia,Mohali,14-Mar-13,Test # 2081,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Mohali,14-Mar-13,Test # 2081,Test, Australia
4,34,-,-,-,-,-,,Test v Australia,Mohali,14-Mar-13,Test # 2081,Test, Australia
1,-,DNB,-,-,2,0,,Test v Australia,Delhi,22-Mar-13,Test # 2085,Test, Australia
2,1,-,-,-,-,-,,Test v Australia,Delhi,22-Mar-13,Test # 2085,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Delhi,22-Mar-13,Test # 2085,Test, Australia
4,41,-,-,-,-,-,,Test v Australia,Delhi,22-Mar-13,Test # 2085,Test, Australia
1,31,-,-,-,-,-,,ODI v South Africa,Cardiff,06-Jun-13,ODI # 3363,ODI ,South Africa
2,-,DNB,-,-,0,0,,ODI v South Africa,Cardiff,06-Jun-13,ODI # 3363,ODI ,South Africa
1,-,4,26,0,0,0,,ODI v West Indies,The Oval,11-Jun-13,ODI # 3368,ODI ,West Indies
2,22,-,-,-,-,-,,ODI v West Indies,The Oval,11-Jun-13,ODI # 3368,ODI ,West Indies
1,-,2,11,0,1,0,,ODI v Pakistan,Birmingham,15-Jun-13,ODI # 3372,ODI ,Pakistan
2,22*,-,-,-,-,-,,ODI v Pakistan,Birmingham,15-Jun-13,ODI # 3372,ODI ,Pakistan
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Cardiff,20-Jun-13,ODI # 3376,ODI ,Sri Lanka
2,58*,-,-,-,-,-,,ODI v Sri Lanka,Cardiff,20-Jun-13,ODI # 3376,ODI ,Sri Lanka
1,43,-,-,-,-,-,,ODI v England,Birmingham,23-Jun-13,ODI # 3377,ODI ,England
2,-,DNB,-,-,0,0,,ODI v England,Birmingham,23-Jun-13,ODI # 3377,ODI ,England
1,11,-,-,-,-,-,,ODI v West Indies,Kingston,30-Jun-13,ODI # 3380,ODI ,West Indies
2,-,DNB,-,-,0,0,,ODI v West Indies,Kingston,30-Jun-13,ODI # 3380,ODI ,West Indies
1,-,2,9,0,0,0,,ODI v Sri Lanka,Kingston,02-Jul-13,ODI # 3382,ODI ,Sri Lanka
2,2,-,-,-,-,-,,ODI v Sri Lanka,Kingston,02-Jul-13,ODI # 3382,ODI ,Sri Lanka
1,102,-,-,-,-,-,,ODI v West Indies,Port of Spain,05-Jul-13,ODI # 3383,ODI ,West Indies
2,-,DNB,-,-,0,0,,ODI v West Indies,Port of Spain,05-Jul-13,ODI # 3383,ODI ,West Indies
1,31,-,-,-,-,-,,ODI v Sri Lanka,Port of Spain,09-Jul-13,ODI # 3387,ODI ,Sri Lanka
2,-,DNB,-,-,1,0,,ODI v Sri Lanka,Port of Spain,09-Jul-13,ODI # 3387,ODI ,Sri Lanka
1,-,3,17,0,0,0,,ODI v Sri Lanka,Port of Spain,11-Jul-13,ODI # 3388,ODI ,Sri Lanka
2,2,-,-,-,-,-,,ODI v Sri Lanka,Port of Spain,11-Jul-13,ODI # 3388,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Zimbabwe,Harare,24-Jul-13,ODI # 3395,ODI ,Zimbabwe
2,115,-,-,-,-,-,,ODI v Zimbabwe,Harare,24-Jul-13,ODI # 3395,ODI ,Zimbabwe
1,14,-,-,-,-,-,,ODI v Zimbabwe,Harare,26-Jul-13,ODI # 3397,ODI ,Zimbabwe
2,-,DNB,-,-,0,0,,ODI v Zimbabwe,Harare,26-Jul-13,ODI # 3397,ODI ,Zimbabwe
1,-,1,7,0,0,0,,ODI v Zimbabwe,Harare,28-Jul-13,ODI # 3399,ODI ,Zimbabwe
2,68*,-,-,-,-,-,,ODI v Zimbabwe,Harare,28-Jul-13,ODI # 3399,ODI ,Zimbabwe
1,-,DNB,-,-,1,0,,ODI v Zimbabwe,Bulawayo,01-Aug-13,ODI # 3402,ODI ,Zimbabwe
2,DNB,-,-,-,-,-,,ODI v Zimbabwe,Bulawayo,01-Aug-13,ODI # 3402,ODI ,Zimbabwe
1,-,DNB,-,-,2,0,,ODI v Zimbabwe,Bulawayo,03-Aug-13,ODI # 3403,ODI ,Zimbabwe
2,DNB,-,-,-,-,-,,ODI v Zimbabwe,Bulawayo,03-Aug-13,ODI # 3403,ODI ,Zimbabwe
1,-,2,24,0,0,0,,T20I v Australia,Rajkot,10-Oct-13,T20I # 331,T20I, Australia
2,29,-,-,-,-,-,,T20I v Australia,Rajkot,10-Oct-13,T20I # 331,T20I, Australia
1,-,1,12,0,1,0,,ODI v Australia,Pune,13-Oct-13,ODI # 3419,ODI ,Australia
2,61,-,-,-,-,-,,ODI v Australia,Pune,13-Oct-13,ODI # 3419,ODI ,Australia
1,-,DNB,-,-,0,0,,ODI v Australia,Jaipur,16-Oct-13,ODI # 3420,ODI ,Australia
2,100*,-,-,-,-,-,,ODI v Australia,Jaipur,16-Oct-13,ODI # 3420,ODI ,Australia
1,68,-,-,-,-,-,,ODI v Australia,Mohali,19-Oct-13,ODI # 3421,ODI ,Australia
2,-,1,18,0,0,0,,ODI v Australia,Mohali,19-Oct-13,ODI # 3421,ODI ,Australia
1,-,DNB,-,-,0,0,,ODI v Australia,Ranchi,23-Oct-13,ODI # 3422,ODI ,Australia
2,DNB,-,-,-,-,-,,ODI v Australia,Ranchi,23-Oct-13,ODI # 3422,ODI ,Australia
1,-,2,15,0,2,0,,ODI v Australia,Nagpur,30-Oct-13,ODI # 3424,ODI ,Australia
2,115*,-,-,-,-,-,,ODI v Australia,Nagpur,30-Oct-13,ODI # 3424,ODI ,Australia
1,0,-,-,-,-,-,,ODI v Australia,Bengaluru,02-Nov-13,ODI # 3428,ODI ,Australia
2,-,DNB,-,-,1,0,,ODI v Australia,Bengaluru,02-Nov-13,ODI # 3428,ODI ,Australia
1,-,DNB,-,-,0,0,,Test v West Indies,Eden Gardens,06-Nov-13,Test # 2101,Test, West Indies
2,3,-,-,-,-,-,,Test v West Indies,Eden Gardens,06-Nov-13,Test # 2101,Test, West Indies
3,-,DNB,-,-,1,0,,Test v West Indies,Eden Gardens,06-Nov-13,Test # 2101,Test, West Indies
1,-,DNB,-,-,0,0,,Test v West Indies,Wankhede,14-Nov-13,Test # 2102,Test, West Indies
2,57,-,-,-,-,-,,Test v West Indies,Wankhede,14-Nov-13,Test # 2102,Test, West Indies
3,-,DNB,-,-,0,0,,Test v West Indies,Wankhede,14-Nov-13,Test # 2102,Test, West Indies
1,-,DNB,-,-,0,0,,ODI v West Indies,Kochi,21-Nov-13,ODI # 3436,ODI ,West Indies
2,86,-,-,-,-,-,,ODI v West Indies,Kochi,21-Nov-13,ODI # 3436,ODI ,West Indies
1,99,-,-,-,-,-,,ODI v West Indies,Visakhapatnam,24-Nov-13,ODI # 3437,ODI ,West Indies
2,-,DNB,-,-,0,0,,ODI v West Indies,Visakhapatnam,24-Nov-13,ODI # 3437,ODI ,West Indies
1,-,DNB,-,-,0,0,,ODI v West Indies,Kanpur,27-Nov-13,ODI # 3439,ODI ,West Indies
2,19,-,-,-,-,-,,ODI v West Indies,Kanpur,27-Nov-13,ODI # 3439,ODI ,West Indies
1,-,2,15,1,1,0,,ODI v South Africa,Johannesburg,05-Dec-13,ODI # 3442,ODI ,South Africa
2,31,-,-,-,-,-,,ODI v South Africa,Johannesburg,05-Dec-13,ODI # 3442,ODI ,South Africa
1,-,3,17,0,0,0,,ODI v South Africa,Durban,08-Dec-13,ODI # 3443,ODI ,South Africa
2,0,-,-,-,-,-,,ODI v South Africa,Durban,08-Dec-13,ODI # 3443,ODI ,South Africa
0,TDNB,-,-,-,-,-,,ODI v South Africa,Centurion,11-Dec-13,ODI # 3444,ODI ,South Africa
1,-,3,22,0,0,0,,ODI v South Africa,Centurion,11-Dec-13,ODI # 3444,ODI ,South Africa
1,119,-,-,-,-,-,,Test v South Africa,Johannesburg,18-Dec-13,Test # 2108,Test, South Africa
2,-,DNB,-,-,0,0,,Test v South Africa,Johannesburg,18-Dec-13,Test # 2108,Test, South Africa
3,96,-,-,-,-,-,,Test v South Africa,Johannesburg,18-Dec-13,Test # 2108,Test, South Africa
4,-,6,18,0,0,0,,Test v South Africa,Johannesburg,18-Dec-13,Test # 2108,Test, South Africa
1,46,-,-,-,-,-,,Test v South Africa,Durban,26-Dec-13,Test # 2111,Test, South Africa
2,-,DNB,-,-,1,0,,Test v South Africa,Durban,26-Dec-13,Test # 2111,Test, South Africa
3,11,-,-,-,-,-,,Test v South Africa,Durban,26-Dec-13,Test # 2111,Test, South Africa
4,-,DNB,-,-,0,0,,Test v South Africa,Durban,26-Dec-13,Test # 2111,Test, South Africa
1,-,3,13,0,0,0,,ODI v New Zealand,Napier,19-Jan-14,ODI # 3456,ODI ,New Zealand
2,123,-,-,-,-,-,,ODI v New Zealand,Napier,19-Jan-14,ODI # 3456,ODI ,New Zealand
1,-,2,12,0,0,0,,ODI v New Zealand,Hamilton,22-Jan-14,ODI # 3458,ODI ,New Zealand
2,78,-,-,-,-,-,,ODI v New Zealand,Hamilton,22-Jan-14,ODI # 3458,ODI ,New Zealand
1,-,DNB,-,-,0,0,,ODI v New Zealand,Auckland,25-Jan-14,ODI # 3462,ODI ,New Zealand
2,6,-,-,-,-,-,,ODI v New Zealand,Auckland,25-Jan-14,ODI # 3462,ODI ,New Zealand
1,2,-,-,-,-,-,,ODI v New Zealand,Hamilton,28-Jan-14,ODI # 3465,ODI ,New Zealand
2,-,DNB,-,-,0,0,,ODI v New Zealand,Hamilton,28-Jan-14,ODI # 3465,ODI ,New Zealand
1,-,7,36,1,0,0,,ODI v New Zealand,Wellington,31-Jan-14,ODI # 3467,ODI ,New Zealand
2,82,-,-,-,-,-,,ODI v New Zealand,Wellington,31-Jan-14,ODI # 3467,ODI ,New Zealand
1,-,1,4,0,1,0,,Test v New Zealand,Auckland,06-Feb-14,Test # 2118,Test, New Zealand
2,4,-,-,-,-,-,,Test v New Zealand,Auckland,06-Feb-14,Test # 2118,Test, New Zealand
3,-,DNB,-,-,0,0,,Test v New Zealand,Auckland,06-Feb-14,Test # 2118,Test, New Zealand
4,67,-,-,-,-,-,,Test v New Zealand,Auckland,06-Feb-14,Test # 2118,Test, New Zealand
1,-,DNB,-,-,1,0,,Test v New Zealand,Wellington,14-Feb-14,Test # 2120,Test, New Zealand
2,38,-,-,-,-,-,,Test v New Zealand,Wellington,14-Feb-14,Test # 2120,Test, New Zealand
3,-,6,13,0,0,0,,Test v New Zealand,Wellington,14-Feb-14,Test # 2120,Test, New Zealand
4,105*,-,-,-,-,-,,Test v New Zealand,Wellington,14-Feb-14,Test # 2120,Test, New Zealand
1,-,1.1,6,0,0,0,,ODI v Bangladesh,Fatullah,26-Feb-14,ODI # 3474,ODI ,Bangladesh
2,136,-,-,-,-,-,,ODI v Bangladesh,Fatullah,26-Feb-14,ODI # 3474,ODI ,Bangladesh
1,48,-,-,-,-,-,,ODI v Sri Lanka,Fatullah,28-Feb-14,ODI # 3476,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Fatullah,28-Feb-14,ODI # 3476,ODI ,Sri Lanka
1,5,-,-,-,-,-,,ODI v Pakistan,Mirpur,02-Mar-14,ODI # 3479,ODI ,Pakistan
2,-,DNB,-,-,0,0,,ODI v Pakistan,Mirpur,02-Mar-14,ODI # 3479,ODI ,Pakistan
1,-,DNB,-,-,2,0,,ODI v Afghanistan,Mirpur,05-Mar-14,ODI # 3483,ODI ,Afghanistan
2,DNB,-,-,-,-,-,,ODI v Afghanistan,Mirpur,05-Mar-14,ODI # 3483,ODI ,Afghanistan
1,-,DNB,-,-,0,0,,T20I v Pakistan,Mirpur,21-Mar-14,T20I # 378,T20I, Pakistan
2,36*,-,-,-,-,-,,T20I v Pakistan,Mirpur,21-Mar-14,T20I # 378,T20I, Pakistan
1,-,DNB,-,-,1,0,,T20I v West Indies,Mirpur,23-Mar-14,T20I # 382,T20I, West Indies
2,54,-,-,-,-,-,,T20I v West Indies,Mirpur,23-Mar-14,T20I # 382,T20I, West Indies
1,-,DNB,-,-,1,0,,T20I v Bangladesh,Mirpur,28-Mar-14,T20I # 389,T20I, Bangladesh
2,57*,-,-,-,-,-,,T20I v Bangladesh,Mirpur,28-Mar-14,T20I # 389,T20I, Bangladesh
1,23,-,-,-,-,-,,T20I v Australia,Mirpur,30-Mar-14,T20I # 393,T20I, Australia
2,-,DNB,-,-,2,0,,T20I v Australia,Mirpur,30-Mar-14,T20I # 393,T20I, Australia
1,-,DNB,-,-,0,0,,T20I v South Africa,Mirpur,04-Apr-14,T20I # 399,T20I, South Africa
2,72*,-,-,-,-,-,,T20I v South Africa,Mirpur,04-Apr-14,T20I # 399,T20I, South Africa
1,77,-,-,-,-,-,,T20I v Sri Lanka,Mirpur,06-Apr-14,T20I # 400,T20I, Sri Lanka
2,-,DNB,-,-,1,0,,T20I v Sri Lanka,Mirpur,06-Apr-14,T20I # 400,T20I, Sri Lanka
1,1,-,-,-,-,-,,Test v England,Nottingham,09-Jul-14,Test # 2128,Test, England
2,-,DNB,-,-,0,0,,Test v England,Nottingham,09-Jul-14,Test # 2128,Test, England
3,8,-,-,-,-,-,,Test v England,Nottingham,09-Jul-14,Test # 2128,Test, England
1,25,-,-,-,-,-,,Test v England,Lord's,17-Jul-14,Test # 2130,Test, England
2,-,DNB,-,-,0,0,,Test v England,Lord's,17-Jul-14,Test # 2130,Test, England
3,0,-,-,-,-,-,,Test v England,Lord's,17-Jul-14,Test # 2130,Test, England
4,-,DNB,-,-,0,0,,Test v England,Lord's,17-Jul-14,Test # 2130,Test, England
1,-,DNB,-,-,0,0,,Test v England,Southampton,27-Jul-14,Test # 2132,Test, England
2,39,-,-,-,-,-,,Test v England,Southampton,27-Jul-14,Test # 2132,Test, England
3,-,DNB,-,-,0,0,,Test v England,Southampton,27-Jul-14,Test # 2132,Test, England
4,28,-,-,-,-,-,,Test v England,Southampton,27-Jul-14,Test # 2132,Test, England
1,0,-,-,-,-,-,,Test v England,Manchester,07-Aug-14,Test # 2134,Test, England
2,-,DNB,-,-,0,0,,Test v England,Manchester,07-Aug-14,Test # 2134,Test, England
3,7,-,-,-,-,-,,Test v England,Manchester,07-Aug-14,Test # 2134,Test, England
1,6,-,-,-,-,-,,Test v England,The Oval,15-Aug-14,Test # 2137,Test, England
2,-,DNB,-,-,1,0,,Test v England,The Oval,15-Aug-14,Test # 2137,Test, England
3,20,-,-,-,-,-,,Test v England,The Oval,15-Aug-14,Test # 2137,Test, England
1,0,-,-,-,-,-,,ODI v England,Cardiff,27-Aug-14,ODI # 3517,ODI ,England
2,-,DNB,-,-,1,0,,ODI v England,Cardiff,27-Aug-14,ODI # 3517,ODI ,England
1,-,DNB,-,-,0,0,,ODI v England,Nottingham,30-Aug-14,ODI # 3520,ODI ,England
2,40,-,-,-,-,-,,ODI v England,Nottingham,30-Aug-14,ODI # 3520,ODI ,England
1,-,DNB,-,-,0,0,,ODI v England,Birmingham,02-Sep-14,ODI # 3523,ODI ,England
2,1*,-,-,-,-,-,,ODI v England,Birmingham,02-Sep-14,ODI # 3523,ODI ,England
1,-,DNB,-,-,0,0,,ODI v England,Leeds,05-Sep-14,ODI # 3525,ODI ,England
2,13,-,-,-,-,-,,ODI v England,Leeds,05-Sep-14,ODI # 3525,ODI ,England
1,-,DNB,-,-,0,0,,T20I v England,Birmingham,07-Sep-14,T20I # 405,T20I, England
2,66,-,-,-,-,-,,T20I v England,Birmingham,07-Sep-14,T20I # 405,T20I, England
1,-,DNB,-,-,1,0,,ODI v West Indies,Kochi,08-Oct-14,ODI # 3531,ODI ,West Indies
2,2,-,-,-,-,-,,ODI v West Indies,Kochi,08-Oct-14,ODI # 3531,ODI ,West Indies
1,62,-,-,-,-,-,,ODI v West Indies,Delhi,11-Oct-14,ODI # 3533,ODI ,West Indies
2,-,2,20,0,1,0,,ODI v West Indies,Delhi,11-Oct-14,ODI # 3533,ODI ,West Indies
1,127,-,-,-,-,-,,ODI v West Indies,Dharamsala,17-Oct-14,ODI # 3535,ODI ,West Indies
2,-,1,14,0,0,0,,ODI v West Indies,Dharamsala,17-Oct-14,ODI # 3535,ODI ,West Indies
1,22,-,-,-,-,-,,ODI v Sri Lanka,Cuttack,02-Nov-14,ODI # 3539,ODI ,Sri Lanka
2,-,0.5,6,0,1,0,,ODI v Sri Lanka,Cuttack,02-Nov-14,ODI # 3539,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Ahmedabad,06-Nov-14,ODI # 3540,ODI ,Sri Lanka
2,49,-,-,-,-,-,,ODI v Sri Lanka,Ahmedabad,06-Nov-14,ODI # 3540,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Sri Lanka,Hyderabad,09-Nov-14,ODI # 3543,ODI ,Sri Lanka
2,53,-,-,-,-,-,,ODI v Sri Lanka,Hyderabad,09-Nov-14,ODI # 3543,ODI ,Sri Lanka
1,66,-,-,-,-,-,,ODI v Sri Lanka,Eden Gardens,13-Nov-14,ODI # 3544,ODI ,Sri Lanka
2,-,DNB,-,-,1,0,,ODI v Sri Lanka,Eden Gardens,13-Nov-14,ODI # 3544,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Ranchi,16-Nov-14,ODI # 3547,ODI ,Sri Lanka
2,139*,-,-,-,-,-,,ODI v Sri Lanka,Ranchi,16-Nov-14,ODI # 3547,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,Test v Australia,Adelaide,09-Dec-14,Test # 2148,Test, Australia
2,115,-,-,-,-,-,,Test v Australia,Adelaide,09-Dec-14,Test # 2148,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Adelaide,09-Dec-14,Test # 2148,Test, Australia
4,141,-,-,-,-,-,,Test v Australia,Adelaide,09-Dec-14,Test # 2148,Test, Australia
1,19,-,-,-,-,-,,Test v Australia,Brisbane,17-Dec-14,Test # 2149,Test, Australia
2,-,DNB,-,-,0,0,,Test v Australia,Brisbane,17-Dec-14,Test # 2149,Test, Australia
3,1,-,-,-,-,-,,Test v Australia,Brisbane,17-Dec-14,Test # 2149,Test, Australia
4,-,DNB,-,-,1,0,,Test v Australia,Brisbane,17-Dec-14,Test # 2149,Test, Australia
1,-,DNB,-,-,0,0,,Test v Australia,Melbourne,26-Dec-14,Test # 2152,Test, Australia
2,169,-,-,-,-,-,,Test v Australia,Melbourne,26-Dec-14,Test # 2152,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Melbourne,26-Dec-14,Test # 2152,Test, Australia
4,54,-,-,-,-,-,,Test v Australia,Melbourne,26-Dec-14,Test # 2152,Test, Australia
1,-,DNB,-,-,0,0,,Test v Australia,Sydney,06-Jan-15,Test # 2156,Test, Australia
2,147,-,-,-,-,-,,Test v Australia,Sydney,06-Jan-15,Test # 2156,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Sydney,06-Jan-15,Test # 2156,Test, Australia
4,46,-,-,-,-,-,,Test v Australia,Sydney,06-Jan-15,Test # 2156,Test, Australia
1,9,-,-,-,-,-,,ODI v Australia,Melbourne,18-Jan-15,ODI # 3582,ODI ,Australia
2,-,DNB,-,-,0,0,,ODI v Australia,Melbourne,18-Jan-15,ODI # 3582,ODI ,Australia
1,4,-,-,-,-,-,,ODI v England,Brisbane,20-Jan-15,ODI # 3586,ODI ,England
2,-,DNB,-,-,1,0,,ODI v England,Brisbane,20-Jan-15,ODI # 3586,ODI ,England
0,-,TDNB,-,-,-,-,,ODI v Australia,Sydney,26-Jan-15,ODI # 3592,ODI ,Australia
1,3*,-,-,-,-,-,,ODI v Australia,Sydney,26-Jan-15,ODI # 3592,ODI ,Australia
1,8,-,-,-,-,-,,ODI v England,Perth,30-Jan-15,ODI # 3595,ODI ,England
2,-,DNB,-,-,0,0,,ODI v England,Perth,30-Jan-15,ODI # 3595,ODI ,England
1,107,-,-,-,-,-,,ODI v Pakistan,Adelaide,15-Feb-15,ODI # 3602,ODI ,Pakistan
2,-,DNB,-,-,1,0,,ODI v Pakistan,Adelaide,15-Feb-15,ODI # 3602,ODI ,Pakistan
1,46,-,-,-,-,-,,ODI v South Africa,Melbourne,22-Feb-15,ODI # 3610,ODI ,South Africa
2,-,DNB,-,-,1,0,,ODI v South Africa,Melbourne,22-Feb-15,ODI # 3610,ODI ,South Africa
1,-,DNB,-,-,0,0,,ODI v U.A.E.,Perth,28-Feb-15,ODI # 3618,ODI ,U.A.E.
2,33*,-,-,-,-,-,,ODI v U.A.E.,Perth,28-Feb-15,ODI # 3618,ODI ,U.A.E.
1,-,DNB,-,-,2,0,,ODI v West Indies,Perth,06-Mar-15,ODI # 3625,ODI ,West Indies
2,33,-,-,-,-,-,,ODI v West Indies,Perth,06-Mar-15,ODI # 3625,ODI ,West Indies
1,-,DNB,-,-,0,0,,ODI v Ireland,Hamilton,10-Mar-15,ODI # 3631,ODI ,Ireland
2,44*,-,-,-,-,-,,ODI v Ireland,Hamilton,10-Mar-15,ODI # 3631,ODI ,Ireland
1,-,DNB,-,-,0,0,,ODI v Zimbabwe,Auckland,14-Mar-15,ODI # 3636,ODI ,Zimbabwe
2,38,-,-,-,-,-,,ODI v Zimbabwe,Auckland,14-Mar-15,ODI # 3636,ODI ,Zimbabwe
1,3,-,-,-,-,-,,ODI v Bangladesh,Melbourne,19-Mar-15,ODI # 3641,ODI ,Bangladesh
2,-,DNB,-,-,0,0,,ODI v Bangladesh,Melbourne,19-Mar-15,ODI # 3641,ODI ,Bangladesh
1,-,1,7,0,1,0,,ODI v Australia,Sydney,26-Mar-15,ODI # 3645,ODI ,Australia
2,1,-,-,-,-,-,,ODI v Australia,Sydney,26-Mar-15,ODI # 3645,ODI ,Australia
1,14,-,-,-,-,-,,Test v Bangladesh,Fatullah,10-Jun-15,Test # 2165,Test, Bangladesh
2,-,DNB,-,-,0,0,,Test v Bangladesh,Fatullah,10-Jun-15,Test # 2165,Test, Bangladesh
3,-,DNB,-,-,0,0,,Test v Bangladesh,Fatullah,10-Jun-15,Test # 2165,Test, Bangladesh
1,-,2,12,0,1,0,,ODI v Bangladesh,Mirpur,18-Jun-15,ODI # 3658,ODI ,Bangladesh
